ID,country_name,lat,lon,station_name
722860,UNITED STATES,33.881,-117.259,MARCH AFB
749066,BERMUDA,32.266,-64.85,BERMUDA BWI NS
749258,BURMA (MYANMAR),25.233,96.783,SAHMAW BURMA AAF
764990,MEXICO,23.767,-98.2,SOTO LA MARINA
780160,BAHAMAS THE,32.367,-64.667,BERMUDA
781180,TURKS AND CAICOS ISLANDS,21.433,-71.133,GRAND TURK ISLAND
783670,CUBA,19.9,-75.217,GUANTANAMO BAY NAS
783840,CAYMAN ISLANDS,19.3,-81.367,ROBERTS
783970,JAMAICA,17.933,-76.783,KINGSTON/NORMAN MAN
784390,HAITI,18.567,-72.3,PORT-AU-PRINCE/AERO
784570,DOMINICAN REPUBLIC,19.75,-70.55,PUERTO PLATA INTL
785140,PUERTO RICO,18.495,-67.129,AQUADILLA/BORINQUEN
785470,VIRGIN ISLANDS (U.S.),17.7,-64.8,CHRISTIANSTED HAMILTON FIELD
785830,BELIZE,17.533,-88.3,BELIZE/PHILLIP GOLD
786410,GUATEMALA,14.583,-90.517,GUATEMALA (AEROPUER
786630,EL SALVADOR,13.7,-89.117,SAN SALVADOR/ILOPAN
787060,HONDURAS,15.717,-87.483,TELA
787410,NICARAGUA,12.15,-86.167,MANAGUA A.C.SANDINO
787620,COSTA RICA,9.983,-84.183,JUAN SANTAMARIA INT
788060,PANAMA,8.983,-79.55,MARCOS A GELEBE I
788460,ANGUILLA,18.2,-63.05,ANGUILLA
788564,"ANTIGUA, ST. KITTS, NEVIS, BARBUDA",16.75,-62.167,BLACKBURNE/PLYMOUTH
788580,ST. KITTS AND NEVIS,17.3,-62.683,GOLDEN ROCK
788620,ANTIGUA AND BARBUDA,17.117,-61.783,VC BIRD INTL AIRPOR
788970,GUADELOUPE,16.267,-61.6,LE RAIZET AERO
789050,DOMINICA,15.533,-61.3,MELVILLE HALL AIRPO
789250,MARTINIQUE,14.6,-61.0,LAMENTIN AERO
789460,ST. LUCIA AND ST. VINCENT,14.033,-61.017,CASTRIES
789480,ST. LUCIA,13.75,-60.95,HEWANORRA INTL AIRP
789510,ST. VINCENT AND THE GRENADINES,13.133,-61.2,ARNOS VALE
789540,BARBADOS,13.067,-59.483,GRANTLEY ADAMS
789580,GRENADA,12.0,-61.783,POINT SALINES AIRPO
789700,TRINIDAD AND TOBAGO,10.617,-61.35,PIARCO INT. AIRPORT
789820,ARUBA,12.5,-70.017,QUEEN BEATRIX AIRPO
789880,NETHERLANDS ANTILLES,12.2,-68.967,HATO ARPT (CIV/MIL)
800280,COLOMBIA,10.883,-74.783,BARRANQUILLA/ERNEST
804070,VENEZUELA,10.567,-71.733,MARACAIBO-LA CHINIT
810010,GUYANA,6.8,-58.15,GEORGETOWN
812250,SURINAME,5.45,-55.2,ZANDERIJ
814050,FRENCH GUIANA,4.833,-52.367,ROCHAMBEAU
821930,BRAZIL,-1.383,-48.483,BELEM (AEROPORTO)
840710,ECUADOR,-0.133,-78.483,QUITO AEROPUERTO
847520,PERU,-16.332,-71.567,AREQUIPA
852010,BOLIVIA,-16.517,-68.183,LA PAZ/ALTO
854420,CHILE,-23.433,-70.45,ANTOFAGASTA
862180,PARAGUAY,-25.25,-57.517,ASUNCION/AEROPUERTO
865800,URUGUAY,-34.833,-56.0,CARRASCO
870470,ARGENTINA,-24.85,-65.483,SALTA AERO
888890,FALKLAND ISLANDS (ISLAS MALVINAS),-51.817,-58.45,MOUNT PLEASANT AIRP
889030,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,-54.267,-36.5,GRYTVIKEN S.GEORGIA
890090,ANTARCTICA,-90.0,0.0,AMUNDSEN-SCOTT
910660,MIDWAY ISLANDS,28.204,-177.379,MIDWAY ISLAND NAS
912180,GUAM,13.567,144.917,ANDERSEN AFB
912320,NORTHERN MARIANA ISLANDS,15.117,145.7,SAIPAN MARSHALL ISLA
912450,WAKE ISLAND,19.28,166.642,WAKE ISLAND
912750,JOHNSTON ATOLL,16.731,-169.535,JOHNSTON IS WSO AP
913340,"MICRONESIA, FEDERATED STATES OF",7.45,151.833,CHUUK WSO AP
913660,MARSHALL ISLANDS,8.72,167.732,KWAJALEIN MISSLE RAN
913850,PALMYRA ATOLL,5.883,-162.05,PALMYRA ISLAND
914080,PALAU - TRUST TERRITORY OF THE PACIFIC ISLANDS,7.333,134.483,KOROR WSO
915200,SOLOMON ISLANDS,-9.417,160.05,HONIARA/HENDERSON
915300,NAURU,-0.533,166.917,NAURU AIRPORT
915510,VANUATU,-13.85,167.55,SOLA (VANUA LAVA)
915900,NEW CALEDONIA,-22.017,166.217,LA TONTOUTA (NLLE-C
916100,KIRIBATI,1.35,172.917,TARAWA
916310,TUVALU,-5.667,176.133,NANUMEA
916800,FIJI,-17.75,177.45,NADI AIRPORT
917000,CANTON ISLAND,-2.767,-171.717,CANTON ISLAND
917280,TOKELAU,-9.383,-171.25,FAKAOFO ATOLL
917530,WALLIS AND FUTUNA,-13.233,-176.167,HIHIFO (ILE WALLIS)
917620,WESTERN SAMOA,-13.8,-171.783,APIA
917650,AMERICAN SAMOA,14.332,-170.711,PAGO PAGO WSO AP
917840,TONGA,-19.8,-174.35,HAAPAI
918220,NIUE,-19.067,-169.917,ALOFI
918430,COOK ISLANDS,-21.2,-159.817,RAROTONGA
919250,FRENCH POLYNESIA,-9.8,-139.033,ATUONA
919610,PITCAIRN ISLANDS,-25.067,-130.1,PITCAIRN ISLAND A
937800,NEW ZEALAND,-43.483,172.55,CHRISTCHURCH
940350,PAPUA NEW GUINEA,-9.433,147.217,PORT MORESBY W.O.
942030,AUSTRALIA,-17.95,122.233,BROOME AIRPORT
949960,NORFOLK ISLAND,-29.033,167.933,NORFOLK ISLAND AERO
963150,BRUNEI,4.933,114.933,BRUNEI AIRPORT
969330,INDONESIA,-7.217,112.717,SURABAYA/PERAK I
969950,CHRISTMAS ISLAND,-10.45,105.683,CHRISTMAS ISLAND AE
969960,COCOS (KEELING) ISLANDS,-12.183,96.833,COCOS ISLAND AERO
984290,PHILIPPINES,14.517,121.0,NINOY AQUINO INTERN
