ID,ave,max,min,month
010620,37.33158,41.0,28.0,1956-8
010620,32.94444,9999.9,21.0,1956-9
010620,31.37778,41.0,21.0,1956-6
010620,38.23333,46.0,27.0,1956-7
010620,25.71176,36.0,-2.0,1956-5
010620,32.25,44.8,24.4,1993-9
010620,37.89677,50.0,30.7,1993-8
010620,26.64516,38.8,10.2,1989-10
010620,17.72,40.3,-6.2,1989-11
010620,5.57419,35.1,-17.7,1989-12
010620,35.11613,46.4,28.4,1993-7
010620,32.33793,50.7,22.6,1993-6
010620,23.97742,36.9,8.6,1993-5
010620,11.68,35.8,-6.7,1993-4
010620,10.71613,30.0,-17.0,1957-12
010620,25.36552,37.0,10.0,1957-11
010620,34.59231,9999.9,25.0,1957-10
010620,31.98,9999.9,17.6,1977-9
010620,15.82903,34.5,-9.0,1997-12
010620,19.81667,38.1,-2.4,1997-11
010620,27.98387,36.3,13.3,1997-10
010620,25.00645,35.6,8.6,1977-5
010620,6.54667,33.8,-16.6,1977-4
010620,34.85806,48.2,28.4,1977-7
010620,30.61667,9999.9,21.2,1977-6
010620,11.45484,35.6,-7.6,1977-1
010620,0.64286,32.0,-25.6,1977-3
010620,11.85357,33.8,-16.6,1977-2
010620,36.29355,48.2,28.4,1979-7
010620,31.07667,48.2,23.0,1979-6
010620,17.44516,32.0,-0.4,1979-5
010620,4.74,32.0,-14.8,1979-4
010620,0.0,32.0,-23.8,1979-3
010620,23.91935,37.4,-0.4,1974-3
010620,32.78387,43.5,21.6,2007-10
010620,21.69355,9999.9,-7.6,1974-1
010620,34.16,41.0,26.6,1979-9
010620,35.76129,9999.9,19.4,1979-8
010620,16.05161,35.4,-11.4,1990-12
010620,32.40968,40.3,17.6,1990-10
010620,14.97667,35.4,-4.5,1990-11
010620,16.37742,36.5,-9.4,1993-12
010620,29.92143,38.7,-2.4,1993-11
010620,18.08333,37.6,-1.5,1993-10
010620,38.42333,46.2,32.9,1998-8
010620,34.44333,45.3,28.9,1998-9
010620,4.05161,29.5,-18.4,1998-1
010620,-2.34286,23.4,-27.9,1998-2
010620,11.31667,36.1,-20.4,1998-3
010620,9.20667,32.2,-10.3,1998-4
010620,21.57742,38.1,0.0,1998-5
010620,31.3,39.2,23.4,1998-6
010620,35.82258,45.9,23.5,1998-7
010620,24.4129,37.0,10.6,2007-12
010620,13.72759,37.0,-11.0,1958-4
010620,26.49032,9999.9,12.0,1958-5
010620,32.79667,9999.9,23.0,1958-6
010620,36.13226,48.0,30.0,1958-7
010620,18.65806,36.0,-13.0,1958-1
010620,11.29286,9999.9,-17.0,1958-2
010620,6.9871,32.0,-13.0,1958-3
010620,36.13871,9999.9,30.0,1958-8
010620,33.36333,48.0,21.0,1958-9
010620,14.92258,38.5,-17.0,1998-12
010620,30.06774,39.4,23.4,1998-10
010620,26.85333,39.9,12.2,1998-11
010620,4.22581,32.0,-16.6,1975-3
010620,10.2,46.4,-20.2,1975-2
010620,10.35806,9999.9,-16.6,1975-1
010620,34.56774,9999.9,28.4,1975-7
010620,29.56667,37.4,17.6,1975-6
010620,23.23333,35.6,6.8,1975-5
010620,14.23333,35.6,-13.0,1975-4
010620,5.27419,33.8,-25.6,1976-1
010620,33.33,39.2,28.4,1975-9
010620,34.45806,46.4,24.8,1975-8
010620,18.00667,33.8,-4.0,1976-4
010620,24.47097,39.2,3.2,1976-5
010620,32.34333,41.0,24.8,1976-6
010620,39.16774,48.2,30.2,1976-7
010620,18.74667,37.2,0.1,2002-11
010620,27.75667,41.0,10.9,2002-10
010620,15.19355,39.2,-16.8,2002-12
010620,21.58065,36.7,-10.5,1994-12
010620,22.36774,39.4,4.5,1994-10
010620,8.71667,30.7,-11.4,1994-11
010620,38.13,53.4,30.4,2001-9
010620,27.65,39.0,14.0,1956-10
010620,24.10909,41.0,1.0,1956-11
010620,28.535,9999.9,12.0,1956-12
010620,34.63333,9999.9,27.0,1957-9
010620,37.85806,45.0,30.0,1957-8
010620,11.70714,41.0,-13.0,1957-3
010620,13.325,9999.9,-9.0,1957-2
010620,35.63,9999.9,27.0,1957-7
010620,31.0,9999.9,25.0,1957-6
010620,25.89375,9999.9,10.0,1957-5
010620,20.06429,36.0,-9.0,1957-4
010620,21.19355,35.2,-15.2,2004-3
010620,-0.59655,33.1,-21.3,2004-2
010620,32.75,46.2,17.2,1988-9
010620,24.26452,41.0,5.0,1980-10
010620,-1.92903,34.2,-24.7,1988-12
010620,0.46333,36.0,-16.6,1988-11
010620,17.45806,35.8,-7.4,1988-10
010620,34.52903,45.9,13.1,1988-7
010620,32.74333,42.1,25.0,1988-6
010620,24.42581,40.1,3.2,1988-5
010620,2.58,32.9,-21.1,1988-4
010620,13.84194,35.6,-18.4,1979-12
010620,22.48667,33.8,-0.4,1979-11
010620,28.26129,42.8,15.8,1979-10
010620,8.0931,31.5,-23.1,1988-2
010620,36.58,53.1,30.7,2004-9
010620,39.55806,60.3,31.6,2004-8
010620,0.9,30.2,-20.2,1975-12
010620,13.85333,41.0,-7.6,1975-11
010620,22.23226,35.6,1.4,1975-10
010620,10.56207,35.6,-20.2,1980-2
010620,33.52667,44.8,26.1,2009-6
010620,34.4375,41.9,30.9,2009-7
010620,9.62333,36.0,-11.9,2009-4
010620,29.0871,35.6,15.4,2009-5
010620,16.77143,34.3,-7.1,2009-2
010620,18.97667,36.5,-16.4,2009-3
010620,11.80323,38.7,-16.8,2009-1
010620,31.7,41.0,21.9,1983-6
010620,29.87,38.5,17.2,2006-11
010620,28.45806,37.6,18.9,2006-10
010620,38.89677,47.1,34.0,2001-8
010620,26.76129,36.9,13.6,2006-12
010620,33.79,48.4,23.7,2001-6
010620,37.56452,44.1,30.2,2001-7
010620,10.66667,37.2,-14.6,2001-4
010620,25.77097,36.0,16.9,2001-5
010620,19.00357,33.6,-11.9,2001-2
010620,3.20645,31.8,-13.5,2001-3
010620,19.19032,34.3,1.6,2001-1
010620,34.94667,9999.9,24.8,1980-9
010620,37.81935,9999.9,26.6,1980-8
010620,12.92333,33.1,-13.0,1996-4
010620,3.95,24.8,-7.6,1973-11
010620,23.48,37.4,5.0,1973-10
010620,2.01935,26.6,-20.2,1973-12
010620,13.99667,31.5,-15.2,1991-11
010620,27.26774,35.6,8.2,1991-10
010620,13.05806,41.9,-13.0,1991-12
010620,28.44839,42.4,10.6,2005-10
010620,27.83333,37.4,10.2,2005-11
010620,26.89032,36.7,4.1,2005-12
010620,28.77419,38.3,7.5,2006-1
010620,7.3,36.5,-7.2,2006-3
010620,20.23214,35.6,2.5,2006-2
010620,30.84839,47.5,16.0,2006-5
010620,30.99,41.5,7.7,2006-4
010620,39.83226,49.8,33.1,2006-7
010620,35.68,43.2,28.9,2006-6
010620,35.63929,44.2,27.3,2006-9
010620,41.64194,48.7,35.1,2006-8
010620,-3.56452,33.3,-23.6,1982-1
010620,18.56774,36.3,-13.7,1982-3
010620,4.40714,34.3,-21.6,1982-2
010620,21.16774,35.8,3.0,1982-5
010620,12.54333,34.5,-8.1,1982-4
010620,34.02581,43.7,14.0,1982-7
010620,29.45667,37.4,18.7,1982-6
010620,28.79,34.3,21.6,1982-9
010620,33.74194,41.0,29.5,1982-8
010620,28.13548,9999.9,10.4,1976-10
010620,20.56667,37.4,-5.8,1976-11
010620,23.88065,41.2,7.3,2002-5
010620,24.48,37.8,1.9,2002-4
010620,38.92258,47.8,27.3,2002-7
010620,35.01333,42.3,27.3,2002-6
010620,11.09032,36.0,-17.5,2002-1
010620,5.25484,26.4,-13.2,2002-3
010620,12.98929,30.4,-16.4,2002-2
010620,23.175,37.9,1.9,2005-2
010620,9.09032,34.7,-12.8,2005-3
010620,24.99677,33.3,9.1,2005-1
010620,33.35,40.8,23.5,2002-9
010620,40.54194,49.8,32.5,2002-8
010620,17.38,32.4,-5.4,2005-4
010620,27.79032,37.0,17.4,2005-5
010620,25.93548,36.3,0.7,1986-5
010620,9.11667,35.2,-11.2,1986-4
010620,35.52581,43.9,27.1,1986-7
010620,32.91333,41.0,26.6,1986-6
010620,3.32581,36.0,-19.7,1986-1
010620,15.35161,36.9,-34.4,1986-3
010620,2.11786,38.7,-18.9,1986-2
010620,14.88214,35.6,-16.6,1981-2
010620,-2.43548,26.6,-22.0,1981-3
010620,-3.89355,41.0,-32.8,1981-1
010620,31.12667,50.0,23.0,1981-6
010620,35.56774,53.6,28.4,1981-7
010620,5.51667,32.0,-9.4,1981-4
010620,22.20323,41.0,-5.8,1981-5
010620,20.50645,36.7,1.9,1992-10
010620,20.54138,37.4,-4.0,1992-11
010620,11.47097,34.3,-8.3,1992-12
010620,29.32,40.6,12.4,1999-11
010620,29.15484,40.5,14.7,1999-10
010620,14.63548,32.7,-5.1,1999-12
010620,36.93226,45.0,30.0,1985-8
010620,34.02333,41.4,25.5,1985-9
010620,31.1,44.2,19.6,1985-6
010620,36.90645,46.9,30.4,1985-7
010620,10.07667,32.0,-4.5,1985-4
010620,23.64516,37.4,10.4,1985-5
010620,16.21429,34.7,-13.4,1985-2
010620,15.34516,36.5,-18.0,1985-3
010620,12.71613,37.8,-11.2,1985-1
010620,28.98387,41.0,18.0,1996-10
010620,27.49333,36.0,15.4,1996-11
010620,3.94516,32.9,-15.3,1996-12
010620,36.46333,48.7,26.6,2000-9
010620,37.77419,43.9,31.8,2000-8
010620,10.25484,32.9,-15.5,2000-3
010620,13.84138,31.8,-9.0,2000-2
010620,19.87419,32.2,-6.2,2000-1
010620,37.19355,47.5,28.6,2000-7
010620,32.5,40.1,25.7,2000-6
010620,24.95161,37.9,7.3,2000-5
010620,12.41,34.9,-9.4,2000-4
010620,6.65357,31.5,-9.6,1995-11
010620,25.78065,35.4,12.7,1995-10
010620,6.47419,38.3,-20.2,1995-12
010620,8.27742,32.2,-14.1,2008-3
010620,18.14483,36.3,-2.9,2008-2
010620,25.67742,37.8,6.3,2008-1
010620,36.24839,45.9,30.2,2008-7
010620,32.42667,41.4,22.1,2008-6
010620,26.65161,38.1,10.6,2008-5
010620,13.75333,32.2,-8.0,2008-4
010620,12.87419,31.5,-9.8,1997-3
010620,37.24333,50.2,28.6,2008-9
010620,36.71667,43.9,30.4,2008-8
010620,34.99,42.4,28.8,1994-9
010620,40.45484,50.0,32.4,2004-7
010620,31.50667,39.9,22.5,2004-6
010620,27.22258,38.1,12.6,2004-5
010620,27.84,39.4,0.1,2004-4
010620,38.95,48.6,33.4,2007-8
010620,36.07,42.1,29.8,2007-9
010620,2.04194,36.1,-27.9,2004-1
010620,37.03226,46.4,26.6,1988-8
010620,17.47667,34.3,-2.9,2007-4
010620,27.33548,37.6,7.7,2007-5
010620,33.76,39.7,28.2,2007-6
010620,37.47097,46.4,31.5,2007-7
010620,3.0129,33.8,-24.3,1988-3
010620,20.95484,31.8,-6.7,2007-1
010620,19.83571,31.8,4.1,2007-2
010620,22.98276,36.3,-3.8,2007-3
010620,35.90968,48.2,26.6,1980-7
010620,32.09667,9999.9,24.8,1980-6
010620,22.96774,35.6,8.6,1980-5
010620,16.69333,37.4,-7.6,1980-4
010620,7.37419,33.8,-16.6,1980-3
010620,34.61667,43.9,25.2,1983-9
010620,7.34516,37.4,-20.2,1980-1
010620,15.14,33.8,-5.8,1983-4
010620,24.00645,38.3,3.2,1983-5
010620,1.16129,36.3,-20.6,1988-1
010620,37.14516,47.1,30.9,1983-7
010620,16.90968,37.4,-16.6,1983-1
010620,9.20357,32.2,-19.7,1983-2
010620,19.99677,36.7,-6.9,1983-3
010620,-3.43226,26.8,-26.5,2003-1
010620,10.79286,35.6,-15.3,2003-2
010620,0.96452,32.9,-19.8,2003-3
010620,17.69333,35.8,-7.2,2003-4
010620,26.13871,41.0,7.3,2003-5
010620,32.26667,43.5,24.8,2003-6
010620,36.60645,49.8,28.2,2003-7
010620,38.49677,48.7,30.4,2003-8
010620,34.63667,44.8,25.0,2003-9
010620,13.34839,35.6,-15.5,1987-1
010620,-2.45714,27.5,-22.9,1987-2
010620,8.25806,35.6,-17.3,1987-3
010620,13.60333,33.1,-8.7,1987-4
010620,24.19355,36.0,8.1,1987-5
010620,30.54,38.1,20.1,1987-6
010620,35.37742,53.1,27.7,1987-7
010620,35.35806,43.0,30.9,1987-8
010620,32.66333,40.6,20.1,1987-9
010620,37.6129,48.0,32.4,1997-8
010620,-2.43871,29.7,-20.4,1987-12
010620,26.19355,42.8,7.5,1987-10
010620,14.38667,36.5,-4.4,1987-11
010620,35.77333,55.9,28.2,1984-9
010620,37.71935,50.2,32.0,1984-8
010620,6.62903,42.1,-19.7,1984-3
010620,21.41724,36.3,-10.7,1984-2
010620,17.59355,31.8,-11.2,1984-1
010620,35.99032,46.8,29.8,1984-7
010620,32.26667,41.2,22.5,1984-6
010620,26.46452,46.8,9.7,1984-5
010620,14.47,34.5,-11.4,1984-4
010620,-1.60357,31.8,-25.8,1989-2
010620,29.29355,40.3,17.1,1984-12
010620,27.31,37.4,9.0,1984-11
010620,31.74194,38.5,17.8,1984-10
010620,32.94,44.4,22.6,1989-6
010620,36.76774,45.9,29.5,1989-7
010620,22.31667,41.5,-9.9,1989-4
010620,27.72581,38.7,16.0,1989-5
010620,37.98387,50.0,30.6,1989-8
010620,35.02667,46.8,26.2,1989-9
010620,39.61935,48.2,32.0,1976-8
010620,31.16,9999.9,21.2,1974-10
010620,25.2,9999.9,-0.4,1974-11
010620,23.3129,32.0,-0.4,1974-12
010620,32.47,9999.9,21.2,1976-9
010620,20.71613,37.4,-11.2,1976-12
010620,8.64194,32.7,-20.4,1989-3
010620,0.77742,34.0,-21.8,1989-1
010620,15.93103,35.6,-14.8,1976-2
010620,21.96129,37.4,-16.6,1976-3
010620,39.75806,45.9,33.8,2005-8
010620,34.61333,46.0,25.3,2005-9
010620,33.48667,47.1,26.6,1997-9
010620,25.22333,39.2,1.4,1977-11
010620,20.50968,35.4,0.7,2008-12
010620,21.86333,37.9,5.5,2008-11
010620,27.29355,37.9,10.6,2008-10
010620,26.4,9999.9,14.0,1978-10
010620,15.30667,33.8,-7.6,1978-11
010620,9.96774,35.6,-22.0,1978-12
010620,33.59667,44.1,24.6,2005-6
010620,39.56129,48.7,33.3,2005-7
010620,-1.18387,22.1,-17.9,1983-12
010620,26.84839,36.0,9.1,1983-10
010620,5.05,30.7,-9.6,1983-11
010620,37.7871,46.4,33.8,1981-8
010620,35.20667,9999.9,26.6,1981-9
010620,9.17419,9999.9,-17.0,1958-12
010620,31.11667,41.9,16.3,1986-9
010620,38.40645,44.1,30.4,1986-8
010620,20.52581,38.3,4.3,2000-12
010620,31.10333,37.8,13.3,2000-11
010620,36.27419,51.4,26.1,2000-10
010620,7.19355,36.5,-22.5,1993-3
010620,6.31786,36.5,-17.0,1993-2
010620,5.20645,35.1,-18.9,1993-1
013840,60.85806,82.0,46.0,1940-7
013840,62.39667,81.0,41.0,1940-6
013840,60.85,77.0,41.0,1940-5
013840,49.3,64.0,32.0,1940-9
013840,57.02258,73.0,39.0,1940-8
013840,59.6,82.4,35.6,1983-8
013840,30.63,42.1,10.0,1960-11
013840,36.55161,52.0,21.9,1960-10
013840,26.39355,44.1,0.0,1960-12
013840,35.89,49.1,19.4,1986-11
013840,40.39032,59.0,21.2,1986-10
013840,24.93226,46.4,-4.0,1986-12
013840,23.0871,39.2,-2.2,1977-12
013840,25.12903,44.6,-0.4,1980-12
013840,23.01667,44.6,1.4,1980-11
013840,29.83226,9999.9,7.0,1953-12
013840,35.58333,9999.9,16.0,1953-11
013840,45.53871,61.0,28.0,1953-10
013840,42.01935,66.2,19.4,1985-10
013840,25.93333,43.2,2.7,1985-11
013840,13.6129,41.0,-18.4,1985-12
013840,26.50323,39.6,1.2,1997-12
013840,63.59677,88.7,44.8,1991-7
013840,50.59333,68.5,33.8,1991-6
013840,41.17742,60.8,19.4,1981-10
013840,29.18,46.4,12.2,1981-11
013840,9.83871,44.6,-16.6,1981-12
013840,55.34333,78.8,30.2,1974-6
013840,56.43871,73.4,39.2,1974-7
013840,50.16,78.3,26.2,1991-9
013840,41.38333,64.4,17.6,1974-4
013840,59.86452,79.0,37.8,1991-8
013840,49.41935,75.2,21.2,1974-5
013840,32.74667,50.0,12.2,1982-11
013840,39.86452,52.7,24.6,1982-10
013840,24.20323,39.7,1.0,1982-12
013840,29.06071,41.0,3.2,1974-2
013840,32.15667,44.1,19.9,1958-11
013840,29.75484,57.2,10.4,1974-3
013840,49.81,64.0,26.1,1960-9
013840,10.9129,37.4,-23.8,1979-1
013840,56.73226,81.0,37.0,1960-8
013840,31.54333,53.6,15.3,2007-11
013840,55.53548,72.0,37.0,1952-8
013840,55.15333,77.0,32.0,1955-6
013840,31.59333,48.0,5.0,1955-11
013840,39.09677,63.0,14.0,1955-10
013840,18.27097,43.0,-17.0,1955-12
013840,55.94516,75.2,39.2,1974-8
013840,21.45806,41.0,-11.0,1940-12
013840,31.52,9999.9,9.0,1940-11
013840,53.21935,78.8,33.8,1979-8
013840,41.33548,59.0,24.8,1977-10
013840,53.25333,70.0,36.0,1952-6
013840,59.45806,86.0,39.0,1952-7
013840,21.44839,39.7,-9.4,1995-1
013840,30.60645,49.1,7.3,1995-3
013840,27.28214,44.2,-2.2,1995-2
013840,47.47097,70.7,26.4,1995-5
013840,35.90667,66.2,17.1,1995-4
013840,60.35484,79.5,40.8,1995-7
013840,57.08333,82.4,40.1,1995-6
013840,49.78667,68.0,29.5,1995-9
013840,61.63548,81.7,38.7,1995-8
013840,49.42581,75.2,27.9,1991-5
013840,39.44333,57.6,19.4,1991-4
013840,62.52581,81.1,46.4,1996-8
013840,47.83,68.5,28.8,1996-9
013840,21.61613,43.9,-7.6,1991-1
013840,32.58065,55.4,7.2,1991-3
013840,19.99643,45.1,-8.1,1991-2
013840,14.31379,38.1,-13.0,1996-2
013840,25.98387,44.4,5.0,1996-3
013840,17.50323,33.8,-12.8,1996-1
013840,56.11667,73.6,28.2,1996-6
013840,59.06129,79.3,42.4,1996-7
013840,43.79677,57.0,26.1,1958-10
013840,44.5129,72.5,28.2,1996-5
013840,44.55161,72.0,28.0,1955-5
013840,35.18,59.0,10.0,1955-4
013840,67.79032,86.0,45.0,1955-7
013840,44.98,64.0,25.0,1952-9
013840,20.03871,46.0,-11.0,1955-1
013840,25.11379,50.0,-2.0,1955-3
013840,16.91786,9999.9,-13.0,1955-2
013840,23.81034,45.0,0.0,1952-2
013840,24.81935,45.0,-4.0,1952-3
013840,21.48333,41.0,-6.0,1952-1
013840,52.36,70.0,32.0,1955-9
013840,63.75161,84.0,46.0,1955-8
013840,41.44333,64.0,14.0,1952-4
013840,48.79677,70.0,27.0,1952-5
013840,55.59355,69.8,38.7,1992-8
013840,49.26667,63.1,30.2,1992-9
013840,62.49,82.4,40.5,1992-6
013840,59.8871,78.8,41.9,1992-7
013840,37.07667,59.7,21.2,1992-4
013840,55.04194,80.6,26.6,1992-5
013840,28.53793,46.8,5.0,1992-2
013840,34.53226,46.8,15.1,1992-3
013840,27.70323,48.9,2.1,1992-1
013840,47.11667,68.0,28.4,1973-9
013840,55.63871,78.8,30.2,1973-8
013840,28.02903,51.8,8.6,1973-1
013840,34.13226,55.4,8.6,1973-3
013840,26.2,50.0,1.4,1973-2
013840,48.15484,71.6,26.6,1973-5
013840,36.26,60.8,17.6,1973-4
013840,62.24839,84.2,33.8,1973-7
013840,58.38333,80.6,33.8,1973-6
013840,37.26129,50.0,25.0,1952-10
013840,24.95,37.0,3.0,1952-11
013840,21.40968,9999.9,-4.0,1952-12
013840,18.6871,34.0,-2.0,1951-1
013840,22.99032,41.0,3.0,1951-3
013840,25.15714,37.0,1.0,1951-2
013840,46.67742,70.0,27.0,1951-5
013840,35.44667,50.0,18.0,1951-4
013840,57.74194,73.0,37.0,1951-7
013840,55.63448,75.0,32.0,1951-6
013840,51.81333,68.0,30.0,1951-9
013840,57.95161,75.0,41.0,1951-8
013840,54.9871,80.6,35.6,1978-8
013840,45.14333,60.8,24.8,1978-9
013840,12.65357,39.2,-23.8,1978-2
013840,25.86774,48.2,-16.6,1978-3
013840,22.38065,37.4,-2.2,1978-1
013840,57.56,80.6,39.2,1978-6
013840,56.0871,80.6,39.2,1978-7
013840,34.44667,57.2,15.8,1978-4
013840,49.33226,80.6,23.0,1978-5
013840,29.82581,58.1,-9.0,2003-12
013840,36.33871,57.2,12.9,2003-10
013840,34.34333,51.4,17.6,2003-11
013840,45.31935,60.8,24.3,2001-10
013840,33.18,53.6,18.5,2001-11
013840,21.82258,42.8,-9.8,2001-12
013840,29.38065,44.6,2.8,2004-12
013840,30.47,50.5,3.2,2004-11
013840,41.26452,54.9,21.4,2004-10
013840,55.58,74.7,35.2,1999-9
013840,58.45806,82.4,37.8,1999-8
013840,47.32258,75.4,27.7,1999-5
013840,41.12,62.4,24.6,1999-4
013840,62.22581,81.3,41.7,1999-7
013840,55.77333,75.0,40.3,1999-6
013840,25.36333,39.7,-5.8,1999-1
013840,30.26452,47.3,6.8,1999-3
013840,23.3,45.9,-1.8,1999-2
013840,65.13871,84.6,47.1,1997-7
013840,59.53,80.4,42.6,1997-6
013840,46.87742,67.8,28.0,1997-5
013840,38.93667,61.7,19.4,1997-4
013840,58.57097,83.8,37.2,1994-8
013840,47.84667,69.8,26.8,1994-9
013840,20.05484,46.4,-5.8,1997-1
013840,39.53667,61.7,20.7,1994-4
013840,49.3871,72.3,31.3,1994-5
013840,55.17667,77.9,34.7,1994-6
013840,68.12581,86.7,46.8,1994-7
013840,19.05484,39.2,-9.4,1994-1
013840,9.32857,27.3,-17.5,1994-2
013840,28.73871,46.9,-2.7,1994-3
013840,30.35806,43.9,9.7,1990-1
013840,35.825,51.1,14.7,1990-2
013840,38.26129,60.8,17.4,1990-3
013840,41.00667,65.8,13.1,1990-4
013840,53.1129,79.5,33.8,1990-5
013840,57.67667,76.3,43.0,1990-6
013840,60.13548,83.7,42.8,1990-7
013840,59.43871,79.3,39.6,1990-8
013840,48.30333,64.4,22.5,1990-9
013840,17.22258,39.0,-11.0,1954-1
013840,12.89286,27.0,-15.0,1954-2
013840,29.78065,9999.9,16.0,1954-3
013840,35.98667,54.0,19.0,1954-4
013840,51.77097,81.0,30.0,1954-5
013840,55.64333,77.0,36.0,1954-6
013840,57.40333,73.0,43.0,1954-7
